"id","opis","naziv","ekstenzija","url","binarni","dozvoljen"
241,"IMS Networks","application/reginfo+xml",".rif","http://www.freeformatter.com/mime-types-list.html","t","f"
242,"In3D - 3DML","text/vnd.in3d.3dml",".3dml","http://www.iana.org/assignments/media-types/text/vnd.in3d.3dml","f","f"
243,"In3D - 3DML","text/vnd.in3d.spot",".spot","http://www.iana.org/assignments/media-types/text/vnd.in3d.spot","f","f"
244,"Initial Graphics Exchange Specification (IGES)","model/iges",".igs","http://en.wikipedia.org/wiki/IGES","t","f"
245,"Interactive Geometry Software","application/vnd.intergeo",".i2g","http://www.iana.org/assignments/media-types/application/vnd.intergeo","t","f"
246,"Interactive Geometry Software Cinderella","application/vnd.cinderella",".cdy","http://www.iana.org/assignments/media-types/application/vnd.cinderella","t","f"
247,"Intercon FormNet","application/vnd.intercon.formnet",".xpw","http://www.iana.org/assignments/media-types/application/vnd.intercon.formnet","t","f"
248,"International Society for Advancement of Cytometry","application/vnd.isac.fcs",".fcs","http://www.iana.org/assignments/media-types/application/vnd.isac.fcs","t","f"
249,"Internet Protocol Flow Information Export","application/ipfix",".ipfix","http://tools.ietf.org/html/rfc3917","t","f"
250,"Internet Public Key Infrastructure - Certificate","application/pkix-cert",".cer","http://www.ietf.org/rfc/rfc2585.txt","t","f"
251,"Internet Public Key Infrastructure - Certificate Management Protocole","application/pkixcmp",".pki","http://www.ietf.org/rfc/rfc2585.txt","t","f"
252,"Internet Public Key Infrastructure - Certificate Revocation Lists","application/pkix-crl",".crl","http://www.ietf.org/rfc/rfc2585.txt","t","f"
253,"Internet Public Key Infrastructure - Certification Path","application/pkix-pkipath",".pkipath","http://www.ietf.org/rfc/rfc2585.txt","t","f"
254,"IOCOM Visimeet","application/vnd.insors.igm",".igm","http://www.iana.org/assignments/media-types/application/vnd.insors.igm","t","f"
255,"IP Unplugged Roaming Client","application/vnd.ipunplugged.rcprofile",".rcprofile","http://www.iana.org/assignments/media-types/application/vnd.ipunplugged.rcprofile","t","f"
256,"iRepository / Lucidoc Editor","application/vnd.irepository.package+xml",".irp","http://www.iana.org/assignments/media-types/application/vnd.irepository.package+xml","t","f"
257,"J2ME App Descriptor","text/vnd.sun.j2me.app-descriptor",".jad","http://www.iana.org/assignments/media-types/text/vnd.sun.j2me.app-descriptor","f","f"
258,"Java Archive","application/java-archive",".jar","http://en.wikipedia.org/wiki/JAR_%28file_format%29","t","f"
259,"Java Bytecode File","application/java-vm",".class","http://en.wikipedia.org/wiki/Java_bytecode","t","f"
260,"Java Network Launching Protocol","application/x-java-jnlp-file",".jnlp","http://en.wikipedia.org/wiki/Java_Web_Start","t","f"
261,"Java Serialized Object","application/java-serialized-object",".ser","http://java.sun.com/developer/technicalArticles/Programming/serialization/","t","f"
262,"Java Source File","text/x-java-source,java",".java","http://en.wikipedia.org/wiki/Java_%28programming_language%29","f","f"
263,"JavaScript","application/javascript",".js","http://en.wikipedia.org/wiki/Javascript","t","f"
264,"JavaScript Object Notation (JSON)","application/json",".json","http://en.wikipedia.org/wiki/Json","t","f"
265,"Joda Archive","application/vnd.joost.joda-archive",".joda","http://www.iana.org/assignments/media-types/application/vnd.joost.joda-archive","t","f"
266,"JPEG 2000 Compound Image File Format","video/jpm",".jpm","http://www.iana.org/assignments/media-types/video/jpm","t","f"
267,"JPEG Image","image/jpeg",".jpeg","http://www.rfc-editor.org/rfc/rfc1314.txt","t","f"
10901,"JPEG Image","image/jpg",".jpg","http://www.rfc-editor.org/rfc/rfc1314.txt","t","f"
268,"JPGVideo","video/jpeg",".jpgv","http://www.rfc-editor.org/rfc/rfc3555.txt","t","f"
269,"Kahootz","application/vnd.kahootz",".ktz","http://www.iana.org/assignments/media-types/application/vnd.kahootz","t","f"
270,"Karaoke on Chipnuts Chipsets","application/vnd.chipnuts.karaoke-mmd",".mmd","http://www.iana.org/assignments/media-types/application/vnd.chipnuts.karaoke-mmd","t","f"
271,"KDE KOffice Office Suite - Karbon","application/vnd.kde.karbon",".karbon","http://www.iana.org/assignments/media-types/application/vnd.kde.karbon","t","f"
272,"KDE KOffice Office Suite - KChart","application/vnd.kde.kchart",".chrt","http://www.iana.org/assignments/media-types/application/vnd.kde.kchart","t","f"
273,"KDE KOffice Office Suite - Kformula","application/vnd.kde.kformula",".kfo","http://www.iana.org/assignments/media-types/application/vnd.kde.kformula","t","f"
274,"KDE KOffice Office Suite - Kivio","application/vnd.kde.kivio",".flw","http://www.iana.org/assignments/media-types/application/vnd.kde.kivio","t","f"
275,"KDE KOffice Office Suite - Kontour","application/vnd.kde.kontour",".kon","http://www.iana.org/assignments/media-types/application/vnd.kde.kontour","t","f"
276,"KDE KOffice Office Suite - Kpresenter","application/vnd.kde.kpresenter",".kpr","http://www.iana.org/assignments/media-types/application/vnd.kde.kpresenter","t","f"
277,"KDE KOffice Office Suite - Kspread","application/vnd.kde.kspread",".ksp","http://www.iana.org/assignments/media-types/application/vnd.kde.kspread","t","f"
278,"KDE KOffice Office Suite - Kword","application/vnd.kde.kword",".kwd","http://www.iana.org/assignments/media-types/application/vnd.kde.kword","t","f"
279,"Kenamea App","application/vnd.kenameaapp",".htke","http://www.iana.org/assignments/media-types/application/vnd.kenameaapp","t","f"
280,"Kidspiration","application/vnd.kidspiration",".kia","http://www.iana.org/assignments/media-types/application/vnd.kidspiration","t","f"
281,"Kinar Applications","application/vnd.kinar",".kne","http://www.iana.org/assignments/media-types/application/vnd.Kinar","t","f"
282,"Kodak Storyshare","application/vnd.kodak-descriptor",".sse","http://www.iana.org/assignments/media-types/application/vnd.kodak-descriptor","t","f"
283,"Laser App Enterprise","application/vnd.las.las+xml",".lasxml","http://www.iana.org/assignments/media-types/application/vnd.las.las+xml","t","f"
284,"LaTeX","application/x-latex",".latex","http://en.wikipedia.org/wiki/LaTeX","t","f"
285,"Life Balance - Desktop Edition","application/vnd.llamagraphics.life-balance.desktop",".lbd","http://www.iana.org/assignments/media-types/application/vnd.llamagraphics.life-balance.desktop","t","f"
286,"Life Balance - Exchange Format","application/vnd.llamagraphics.life-balance.exchange+xml",".lbe","http://www.iana.org/assignments/media-types/application/vnd.llamagraphics.life-balance.exchange+xml","t","f"
287,"Lightspeed Audio Lab","application/vnd.jam",".jam","http://www.iana.org/assignments/media-types/application/vnd.jam","t","f"
288,"Lotus 1-2-3","application/vnd.lotus-1-2-3",".123","http://www.iana.org/assignments/media-types/application/vnd.lotus-1-2-3","t","f"
289,"Lotus Approach","application/vnd.lotus-approach",".apr","http://www.iana.org/assignments/media-types/application/vnd.lotus-approach","t","f"
290,"Lotus Freelance","application/vnd.lotus-freelance",".pre","http://www.iana.org/assignments/media-types/application/vnd.lotus-freelance","t","f"
291,"Lotus Notes","application/vnd.lotus-notes",".nsf","http://www.iana.org/assignments/media-types/application/vnd.lotus-notes","t","f"
292,"Lotus Organizer","application/vnd.lotus-organizer",".org","http://www.iana.org/assignments/media-types/application/vnd.lotus-organizer","t","f"
293,"Lotus Screencam","application/vnd.lotus-screencam",".scm","http://www.iana.org/assignments/media-types/application/vnd.lotus-screencam","t","f"
294,"Lotus Wordpro","application/vnd.lotus-wordpro",".lwp","http://www.iana.org/assignments/media-types/application/vnd.lotus-wordpro","t","f"
295,"Lucent Voice","audio/vnd.lucent.voice",".lvp","http://www.iana.org/assignments/media-types/audio/vnd.lucent.voice","t","f"
296,"M3U (Multimedia Playlist)","audio/x-mpegurl",".m3u","http://en.wikipedia.org/wiki/M3u","t","f"
297,"M4v","video/x-m4v",".m4v","http://en.wikipedia.org/wiki/M4v","t","f"
298,"Macintosh BinHex 4.0","application/mac-binhex40",".hqx","http://www.iana.org/assignments/media-types/multipart/appledouble","t","f"
299,"MacPorts Port System","application/vnd.macports.portpkg",".portpkg","http://www.iana.org/assignments/media-types/application/vnd.macports.portpkg","t","f"
300,"MapGuide DBXML","application/vnd.osgeo.mapguide.package",".mgp","http://www.iana.org/assignments/media-types/application/vnd.osgeo.mapguide.package","t","f"
301,"MARC Formats","application/marc",".mrc","http://www.faqs.org/rfcs/rfc2220.html","t","f"
302,"MARC21 XML Schema","application/marcxml+xml",".mrcx","http://tools.ietf.org/html/rfc6207","t","f"
303,"Material Exchange Format","application/mxf",".mxf","http://www.ietf.org/rfc/rfc4539.txt","t","f"
304,"Mathematica Notebook Player","application/vnd.wolfram.player",".nbp","http://www.iana.org/assignments/media-types/application/vnd.wolfram.player","t","f"
305,"Mathematica Notebooks","application/mathematica",".ma","http://www.iana.org/assignments/media-types/application/mathematica","t","f"
306,"Mathematical Markup Language","application/mathml+xml",".mathml","http://www.w3.org/Math/","t","f"
307,"Mbox database files","application/mbox",".mbox","http://tools.ietf.org/html/rfc4155","t","f"
308,"MedCalc","application/vnd.medcalcdata",".mc1","http://www.iana.org/assignments/media-types/application/vnd.medcalcdata","t","f"
309,"Media Server Control Markup Language","application/mediaservercontrol+xml",".mscml","http://tools.ietf.org/html/rfc5022","t","f"
310,"MediaRemote","application/vnd.mediastation.cdkey",".cdkey","http://www.iana.org/assignments/media-types/application/vnd.mediastation.cdkey","t","f"
311,"Medical Waveform Encoding Format","application/vnd.mfer",".mwf","http://www.iana.org/assignments/media-types/application/vnd.MFER","t","f"
312,"Melody Format for Mobile Platform","application/vnd.mfmp",".mfm","http://www.iana.org/assignments/media-types/application/vnd.mfmp","t","f"
313,"Mesh Data Type","model/mesh",".msh","http://www.ietf.org/rfc/rfc2077.txt","t","f"
314,"Metadata Authority Description Schema","application/mads+xml",".mads","http://tools.ietf.org/html/rfc6207","t","f"
315,"Metadata Encoding and Transmission Standard","application/mets+xml",".mets","http://tools.ietf.org/html/rfc6207","t","f"
316,"Metadata Object Description Schema","application/mods+xml",".mods","http://tools.ietf.org/html/rfc6207","t","f"
317,"Metalink","application/metalink4+xml",".meta4","http://en.wikipedia.org/wiki/Metalink","t","f"
318,"Micosoft PowerPoint - Macro-Enabled Template File","application/vnd.ms-powerpoint.template.macroenabled.12",".potm","http://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.template.macroEnabled.12","t","f"
319,"Micosoft Word - Macro-Enabled Document","application/vnd.ms-word.document.macroenabled.12",".docm","http://www.iana.org/assignments/media-types/application/vnd.ms-word.document.macroEnabled.12","t","f"
320,"Micosoft Word - Macro-Enabled Template","application/vnd.ms-word.template.macroenabled.12",".dotm","http://www.iana.org/assignments/media-types/application/vnd.ms-word.template.macroEnabled.12","t","f"
321,"Micro CADAM Helix D&D","application/vnd.mcd",".mcd","http://www.iana.org/assignments/media-types/application/vnd.mcd","t","f"
322,"Micrografx","application/vnd.micrografx.flo",".flo","http://www.iana.org/assignments/media-types/application/vnd.micrografx.flo","t","f"
323,"Micrografx iGrafx Professional","application/vnd.micrografx.igx",".igx","http://www.iana.org/assignments/media-types/application/vnd.micrografx.igx","t","f"
324,"MICROSEC e-Szign¢","application/vnd.eszigno3+xml",".es3","http://www.iana.org/assignments/media-types/application/vnd.eszigno3+xml","t","f"
325,"Microsoft Access","application/x-msaccess",".mdb","http://en.wikipedia.org/wiki/Microsoft_Access","t","f"
326,"Microsoft Advanced Systems Format (ASF)","video/x-ms-asf",".asf","http://en.wikipedia.org/wiki/Advanced_Systems_Format","t","f"
327,"Microsoft Application","application/x-msdownload",".exe","http://en.wikipedia.org/wiki/EXE","t","f"
328,"Microsoft Artgalry","application/vnd.ms-artgalry",".cil","http://www.iana.org/assignments/media-types/application/vnd.ms-artgalry","t","f"
329,"Microsoft Cabinet File","application/vnd.ms-cab-compressed",".cab","http://www.iana.org/assignments/media-types/application/vnd.ms-cab-compressed","t","f"
330,"Microsoft Class Server","application/vnd.ms-ims",".ims","http://www.iana.org/assignments/media-types/application/vnd.ms-ims","t","f"
331,"Microsoft ClickOnce","application/x-ms-application",".application","http://en.wikipedia.org/wiki/ClickOnce","t","f"
332,"Microsoft Clipboard Clip","application/x-msclip",".clp","http://en.wikipedia.org/wiki/Clipboard_%28computing%29","t","f"
333,"Microsoft Document Imaging Format","image/vnd.ms-modi",".mdi","http://en.wikipedia.org/wiki/Microsoft_Document_Imaging_Format","t","f"
334,"Microsoft Embedded OpenType","application/vnd.ms-fontobject",".eot","http://www.iana.org/assignments/media-types/application/vnd.ms-fontobject","t","f"
335,"Microsoft Excel","application/vnd.ms-excel",".xls","http://www.iana.org/assignments/media-types/application/vnd.ms-excel","t","f"
336,"Microsoft Excel - Add-In File","application/vnd.ms-excel.addin.macroenabled.12",".xlam","http://www.iana.org/assignments/media-types/application/vnd.ms-excel.addin.macroEnabled.12","t","f"
337,"Microsoft Excel - Binary Workbook","application/vnd.ms-excel.sheet.binary.macroenabled.12",".xlsb","http://www.iana.org/assignments/media-types/application/vnd.ms-excel.sheet.binary.macroEnabled.12","t","f"
338,"Microsoft Excel - Macro-Enabled Template File","application/vnd.ms-excel.template.macroenabled.12",".xltm","http://www.iana.org/assignments/media-types/application/vnd.ms-excel.template.macroEnabled.12","t","f"
339,"Microsoft Excel - Macro-Enabled Workbook","application/vnd.ms-excel.sheet.macroenabled.12",".xlsm","http://www.iana.org/assignments/media-types/application/vnd.ms-excel.sheet.macroEnabled.12","t","f"
340,"Microsoft Html Help File","application/vnd.ms-htmlhelp",".chm","http://www.iana.org/assignments/media-types/application/vnd.ms-htmlhelp","t","f"
341,"Microsoft Information Card","application/x-mscardfile",".crd","http://en.wikipedia.org/wiki/Information_Card","t","f"
342,"Microsoft Learning Resource Module","application/vnd.ms-lrm",".lrm","http://www.iana.org/assignments/media-types/application/vnd.ms-lrm","t","f"
343,"Microsoft MediaView","application/x-msmediaview",".mvb","http://www.herdsoft.com/ti/winhelpcgi/winhelpcgi.cgi/helpfiles/english/hlp2rtf.hlp/id/id_purpose.html","t","f"
344,"Microsoft Money","application/x-msmoney",".mny","http://en.wikipedia.org/wiki/Microsoft_money","t","f"
345,"Microsoft Office - OOXML - Presentation","application/vnd.openxmlformats-officedocument.presentationml.presentation",".pptx","http://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.presentation","t","f"
346,"Microsoft Office - OOXML - Presentation (Slide)","application/vnd.openxmlformats-officedocument.presentationml.slide",".sldx","http://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.slide","t","f"
347,"Microsoft Office - OOXML - Presentation (Slideshow)","application/vnd.openxmlformats-officedocument.presentationml.slideshow",".ppsx","http://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.slideshow","t","f"
348,"Microsoft Office - OOXML - Presentation Template","application/vnd.openxmlformats-officedocument.presentationml.template",".potx","http://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.presentationml.template","t","f"
349,"Microsoft Office - OOXML - Spreadsheet","application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",".xlsx","http://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.sheet","t","f"
350,"Microsoft Office - OOXML - Spreadsheet Teplate","application/vnd.openxmlformats-officedocument.spreadsheetml.template",".xltx","http://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.spreadsheetml.template","t","f"
351,"Microsoft Office - OOXML - Word Document","application/vnd.openxmlformats-officedocument.wordprocessingml.document",".docx","http://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.document","t","f"
352,"Microsoft Office - OOXML - Word Document Template","application/vnd.openxmlformats-officedocument.wordprocessingml.template",".dotx","http://www.iana.org/assignments/media-types/application/vnd.openxmlformats-officedocument.wordprocessingml.template","t","f"
353,"Microsoft Office Binder","application/x-msbinder",".obd","http://en.wikipedia.org/wiki/Microsoft_Office_shared_tools","t","f"
354,"Microsoft Office System Release Theme","application/vnd.ms-officetheme",".thmx","http://www.iana.org/assignments/media-types/application/vnd.ms-officetheme","t","f"
355,"Microsoft OneNote","application/onenote",".onetoc","http://office.microsoft.com/en-ca/onenote/","t","f"
356,"Microsoft PlayReady Ecosystem","audio/vnd.ms-playready.media.pya",".pya","http://www.iana.org/assignments/media-types/audio/vnd.ms-playready.media.pya","t","f"
357,"Microsoft PlayReady Ecosystem Video","video/vnd.ms-playready.media.pyv",".pyv","http://www.iana.org/assignments/media-types/video/vnd.ms-playready.media.pyv","t","f"
358,"Microsoft PowerPoint","application/vnd.ms-powerpoint",".ppt","http://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint","t","f"
359,"Microsoft PowerPoint - Add-in file","application/vnd.ms-powerpoint.addin.macroenabled.12",".ppam","http://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.addin.macroEnabled.12","t","f"
360,"Microsoft PowerPoint - Macro-Enabled Open XML Slide","application/vnd.ms-powerpoint.slide.macroenabled.12",".sldm","http://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.slide.macroEnabled.12","t","f"
361,"Microsoft PowerPoint - Macro-Enabled Presentation File","application/vnd.ms-powerpoint.presentation.macroenabled.12",".pptm","http://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.presentation.macroEnabled.12","t","f"
362,"Microsoft PowerPoint - Macro-Enabled Slide Show File","application/vnd.ms-powerpoint.slideshow.macroenabled.12",".ppsm","http://www.iana.org/assignments/media-types/application/vnd.ms-powerpoint.slideshow.macroEnabled.12","t","f"
363,"Microsoft Project","application/vnd.ms-project",".mpp","http://www.iana.org/assignments/media-types/application/vnd.ms-project","t","f"
364,"Microsoft Publisher","application/x-mspublisher",".pub","http://en.wikipedia.org/wiki/Microsoft_Publisher","t","f"
365,"Microsoft Schedule+","application/x-msschedule",".scd","http://en.wikipedia.org/wiki/Microsoft_Schedule_Plus","t","f"
366,"Microsoft Silverlight","application/x-silverlight-app",".xap","http://en.wikipedia.org/wiki/Silverlight","t","f"
367,"Microsoft Trust UI Provider - Certificate Trust Link","application/vnd.ms-pki.stl",".stl","http://www.iana.org/assignments/media-types/application/vnd.ms-pki.stl","t","f"
368,"Microsoft Trust UI Provider - Security Catalog","application/vnd.ms-pki.seccat",".cat","http://www.iana.org/assignments/media-types/application/vnd.ms-pki.seccat","t","f"
369,"Microsoft Visio","application/vnd.visio",".vsd","http://www.iana.org/assignments/media-types/application/vnd.visio","t","f"
370,"Microsoft Windows Media","video/x-ms-wm",".wm","http://en.wikipedia.org/wiki/Advanced_Systems_Format","t","f"
371,"Microsoft Windows Media Audio","audio/x-ms-wma",".wma","http://en.wikipedia.org/wiki/Windows_Media_Audio","t","f"
372,"Microsoft Windows Media Audio Redirector","audio/x-ms-wax",".wax","http://www.microsoft.com/windows/windowsmedia/howto/articles/introwmmeta.aspx","t","f"
373,"Microsoft Windows Media Audio/Video Playlist","video/x-ms-wmx",".wmx","http://en.wikipedia.org/wiki/Advanced_Systems_Format","t","f"
374,"Microsoft Windows Media Player Download Package","application/x-ms-wmd",".wmd","http://en.wikipedia.org/wiki/Windows_Media_Player","t","f"
375,"Microsoft Windows Media Player Playlist","application/vnd.ms-wpl",".wpl","http://www.iana.org/assignments/media-types/application/vnd.ms-wpl","t","f"
376,"Microsoft Windows Media Player Skin Package","application/x-ms-wmz",".wmz","http://en.wikipedia.org/wiki/Windows_Media_Player","t","f"
377,"Microsoft Windows Media Video","video/x-ms-wmv",".wmv","http://en.wikipedia.org/wiki/Advanced_Systems_Format","t","f"
378,"Microsoft Windows Media Video Playlist","video/x-ms-wvx",".wvx","http://en.wikipedia.org/wiki/Advanced_Systems_Format","t","f"
379,"Microsoft Windows Metafile","application/x-msmetafile",".wmf","http://en.wikipedia.org/wiki/Windows_Metafile","t","f"
380,"Microsoft Windows Terminal Services","application/x-msterminal",".trm","http://en.wikipedia.org/wiki/Remote_Desktop_Services#Terminal_Server","t","f"
381,"Microsoft Word","application/msword",".doc","http://en.wikipedia.org/wiki/Microsoft_Word","t","f"
382,"Microsoft Wordpad","application/x-mswrite",".wri","http://en.wikipedia.org/wiki/Wordpad","t","f"
383,"Microsoft Works","application/vnd.ms-works",".wps","http://www.iana.org/assignments/media-types/application/vnd.ms-works","t","f"
384,"Microsoft XAML Browser Application","application/x-ms-xbap",".xbap","http://en.wikipedia.org/wiki/XAML_Browser_Applications","t","f"
385,"Microsoft XML Paper Specification","application/vnd.ms-xpsdocument",".xps","http://www.iana.org/assignments/media-types/application/vnd.ms-xpsdocument","t","f"
386,"MIDI - Musical Instrument Digital Interface","audio/midi",".mid","http://en.wikipedia.org/wiki/Midi","t","f"
387,"MiniPay","application/vnd.ibm.minipay",".mpy","http://www.iana.org/assignments/media-types/application/vnd.ibm.MiniPay","t","f"
388,"MO:DCA-P","application/vnd.ibm.modcap",".afp","http://www.iana.org/assignments/media-types/application/vnd.ibm.modcap","t","f"
389,"Mobile Information Device Profile","application/vnd.jcp.javame.midlet-rms",".rms","http://www.iana.org/assignments/media-types/application/vnd.jcp.javame.midlet-rms","t","f"
390,"MobileTV","application/vnd.tmobile-livetv",".tmo","http://www.iana.org/assignments/media-types/application/vnd.tmobile-livetv","t","f"
391,"Mobipocket","application/x-mobipocket-ebook",".prc","http://en.wikipedia.org/wiki/Mobipocket","t","f"
392,"Mobius Management Systems - Basket file","application/vnd.mobius.mbk",".mbk","http://www.iana.org/assignments/media-types/application/vnd.mobius.mbk","t","f"
393,"Mobius Management Systems - Distribution Database","application/vnd.mobius.dis",".dis","http://www.iana.org/assignments/media-types/application/vnd.mobius.dis","t","f"
394,"Mobius Management Systems - Policy Definition Language File","application/vnd.mobius.plc",".plc","http://www.iana.org/assignments/media-types/application/vnd.mobius.plc","t","f"
395,"Mobius Management Systems - Query File","application/vnd.mobius.mqy",".mqy","http://www.iana.org/assignments/media-types/application/vnd.mobius.mqy","t","f"
396,"Mobius Management Systems - Script Language","application/vnd.mobius.msl",".msl","http://www.iana.org/assignments/media-types/application/vnd.mobius.msl","t","f"
397,"Mobius Management Systems - Topic Index File","application/vnd.mobius.txf",".txf","http://www.iana.org/assignments/media-types/application/vnd.mobius.txf","t","f"
398,"Mobius Management Systems - UniversalArchive","application/vnd.mobius.daf",".daf","http://www.iana.org/assignments/media-types/application/vnd.Mobius.DAF","t","f"
399,"mod_fly / fly.cgi","text/vnd.fly",".fly","http://www.iana.org/assignments/media-types/text/vnd.fly","f","f"
400,"Mophun Certificate","application/vnd.mophun.certificate",".mpc","http://www.iana.org/assignments/media-types/application/vnd.mophun.certificate","t","f"
401,"Mophun VM","application/vnd.mophun.application",".mpn","http://www.iana.org/assignments/media-types/application/vnd.mophun.application","t","f"
402,"Motion JPEG 2000","video/mj2",".mj2","http://www.iana.org/assignments/media-types/video/mj2","t","f"
403,"MPEG Audio","audio/mpeg",".mpga","http://en.wikipedia.org/wiki/MPEG-1_Audio_Layer_II","t","f"
404,"MPEG Url","video/vnd.mpegurl",".mxu","http://www.iana.org/assignments/media-types/video/vnd-mpegurl","t","f"
405,"MPEG Video","video/mpeg",".mpeg","http://en.wikipedia.org/wiki/Mpeg","t","f"
406,"MPEG-21","application/mp21",".m21","http://en.wikipedia.org/wiki/MPEG-21","t","f"
407,"MPEG-4 Audio","audio/mp4",".mp4a","http://en.wikipedia.org/wiki/Mp4a","t","f"
408,"MPEG-4 Video","video/mp4",".mp4","http://en.wikipedia.org/wiki/MPEG-4_Part_14","t","f"
410,"Multimedia Playlist Unicode","application/vnd.apple.mpegurl",".m3u8","http://en.wikipedia.org/wiki/M3U","t","f"
411,"MUsical Score Interpreted Code Invented for the ASCII designation of Notation","application/vnd.musician",".mus","http://www.iana.org/assignments/media-types/application/vnd.musician","t","f"
412,"Muvee Automatic Video Editing","application/vnd.muvee.style",".msty","http://www.iana.org/assignments/media-types/application/vnd.muvee.style","t","f"
413,"MXML","application/xv+xml",".mxml","http://en.wikipedia.org/wiki/MXML","t","f"
414,"N-Gage Game Data","application/vnd.nokia.n-gage.data",".ngdat","http://www.iana.org/assignments/media-types/application/vnd.nokia.n-gage.data","t","f"
415,"N-Gage Game Installer","application/vnd.nokia.n-gage.symbian.install",".n-gage","http://www.iana.org/assignments/media-types/application/vnd.nokia.n-gage.symbian.install","t","f"
416,"Navigation Control file for XML (for ePub)","application/x-dtbncx+xml",".ncx","http://en.wikipedia.org/wiki/EPUB","t","f"
417,"Network Common Data Form (NetCDF)","application/x-netcdf",".nc","http://en.wikipedia.org/wiki/NetCDF","t","f"
418,"neuroLanguage","application/vnd.neurolanguage.nlu",".nlu","http://www.iana.org/assignments/media-types/application/vnd.neurolanguage.nlu","t","f"
419,"New Moon Liftoff/DNA","application/vnd.dna",".dna","http://www.iana.org/assignments/media-types/application/vnd.dna","t","f"
420,"NobleNet Directory","application/vnd.noblenet-directory",".nnd","http://www.iana.org/assignments/media-types/application/vnd.noblenet-directory","t","f"
421,"NobleNet Sealer","application/vnd.noblenet-sealer",".nns","http://www.iana.org/assignments/media-types/application/vnd.noblenet-sealer","t","f"
422,"NobleNet Web","application/vnd.noblenet-web",".nnw","http://www.iana.org/assignments/media-types/application/vnd.noblenet-web","t","f"
423,"Nokia Radio Application - Preset","application/vnd.nokia.radio-preset",".rpst","http://www.iana.org/assignments/media-types/application/vnd.nokia.radio-preset","t","f"
424,"Nokia Radio Application - Preset","application/vnd.nokia.radio-presets",".rpss","http://www.iana.org/assignments/media-types/application/vnd.nokia.radio-presets","t","f"
425,"Notation3","text/n3",".n3","http://en.wikipedia.org/wiki/Notation3","f","f"
426,"Novadigm's RADIA and EDM products","application/vnd.novadigm.edm",".edm","http://www.iana.org/assignments/media-types/application/vnd.novadigm.EDM","t","f"
427,"Novadigm's RADIA and EDM products","application/vnd.novadigm.edx",".edx","http://www.iana.org/assignments/media-types/application/vnd.novadigm.EDX","t","f"
428,"Novadigm's RADIA and EDM products","application/vnd.novadigm.ext",".ext","http://www.iana.org/assignments/media-types/application/vnd.novadigm.EXT","t","f"
429,"NpGraphIt","application/vnd.flographit",".gph","http://www.iana.org/assignments/media-types/application/vnd.flographit","t","f"
430,"Nuera ECELP 4800","audio/vnd.nuera.ecelp4800",".ecelp4800","http://www.iana.org/assignments/media-types/audio/vnd.nuera.ecelp4800","t","f"
431,"Nuera ECELP 7470","audio/vnd.nuera.ecelp7470",".ecelp7470","http://www.iana.org/assignments/media-types/audio/vnd.nuera.ecelp7470","t","f"
432,"Nuera ECELP 9600","audio/vnd.nuera.ecelp9600",".ecelp9600","http://www.iana.org/assignments/media-types/audio/vnd.nuera.ecelp9600","t","f"
433,"Office Document Architecture","application/oda",".oda","http://tools.ietf.org/html/rfc2161","t","f"
434,"Ogg","application/ogg",".ogx","http://en.wikipedia.org/wiki/Ogg","t","f"
435,"Ogg Audio","audio/ogg",".oga","http://en.wikipedia.org/wiki/Ogg","t","f"
436,"Ogg Video","video/ogg",".ogv","http://en.wikipedia.org/wiki/Ogg","t","f"
437,"OMA Download Agents","application/vnd.oma.dd2+xml",".dd2","http://www.iana.org/assignments/media-types/application/vnd.oma.dd2+xml","t","f"
438,"Open Document Text Web","application/vnd.oasis.opendocument.text-web",".oth","http://www.iana.org/assignments/media-types/application/vnd.oasis.opendocument.text-web","t","f"
439,"Open eBook Publication Structure","application/oebps-package+xml",".opf","http://en.wikipedia.org/wiki/Open_eBook","t","f"
440,"Open Financial Exchange","application/vnd.intu.qbo",".qbo","http://www.iana.org/assignments/media-types/application/vnd.intu.qbo","t","f"
441,"Open Office Extension","application/vnd.openofficeorg.extension",".oxt","http://www.iana.org/assignments/media-types/application/vnd.openofficeorg.extension","t","f"
442,"Open Score Format","application/vnd.yamaha.openscoreformat",".osf","http://www.iana.org/assignments/media-types/application/vnd.yamaha.openscoreformat","t","f"
443,"Open Web Media Project - Audio","audio/webm",".weba","http://www.webmproject.org/about/faq/","t","f"
444,"Open Web Media Project - Video","video/webm",".webm","http://www.webmproject.org/about/faq/","t","f"
